Code,Name,Address 1,Address 2,Address 3,Address 4,Address 5,Postcode,Type,Parent Organisation Code,Parent Organisation Name,,,,,,,,,,,,
NLL34,Gunnislake Health Centre,The Orchard,,,Gunnislake,Cornwall,PL18 9JZ,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ8D5,Fowey River Practice: Par Health Centre,Eastcliffe Road,,,Par,Cornwall,PL24 2AJ,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REF16,Mevagissey Health Centre,The Surgery,River Street,Mevagissey,St. Austell,Cornwall,PL26 6UE,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ8C7,Clay Area Health Centre,Victoria Road,Roche,,St. Austell,Cornwall,PL26 8JF,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REF39,Wadebridge Health Centre,Brooklyn,,,Wadebridge,Cornwall,PL27 7AT,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ871,Padstow Medical Centre,Boyd Avenue,,,Padstow,Cornwall,PL28 8ER,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ8A7,Bodmin Health Centre,Dennison Road,,,Bodmin,Cornwall,PL31 2LB,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
NLL39,Tintagel Health Centre (Oadby House),Fosters Lane,,,Tintagel,Cornwall,PL34 0BT,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
K75114,Truro Health Park,Infirmary Hill,,,Truro,Cornwall,TR1 2JA,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
10004802,Peninsula Dental School - Treliske,Royal Cornwall Hospital,,,Truro,Cornwall,TR1 3HD,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REF20,Penryn Health Centre,The Penryn Surgery,Saracen Way,,Penryn,Cornwall,TR10 8HX,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ8C8,Falmouth Health Centre,Trevaylor Road,,,Falmouth,Cornwall,TR11 2LH,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
10007097,St Keverne Health Centre,Polventon Parc,,,"St Keverne, Helston",Cornwall,TR12 6PB,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REFWE,Mullion Health Centre,Willis Vean,Nansmellyon Road,Mullion,Helston,Cornwall,TR12 7DQ,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
REFHM,Helston Medical Centre,Trelawney Road,,,Helston,Cornwall,TR13 8AU,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
NLL91,Helston Health Centre,Trengrouse Way,,,Helston,Cornwall,TR13 8AX,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
11NAR,Praze Medical Centre,School Road,Praze AN Beeble,,Camborne,Cornwall,TR14 0LB,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
10003844,Camborne Health Office,Rectory Road,,,Camborne,Cornwall,TR14 7DL,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
10006743,Redruth Health Centre,Forth Noweth,Chapel Street,,Redruth,Cornwall,TR15 1AU,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ819,Charles Andrew Clinic,West End,,,Redruth,Cornwall,TR15 2SF,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
NLL99,Pool Health Centre,Station Road,POOL,,Redruth,Cornwall,TR15 3DU,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
8ET09,Penzance Natural Health Centre,5 Morrab Road,,,Penzance,Cornwall,TR18 4EL,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
10004169,Bellair Health Centre,Alverton Road,,,Penzance,Cornwall,TR18 4TA,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
NLL92,Hayle Health Centre,Commercial Road,,,Hayle,Cornwall,TR27 4DE,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
RJ8D3,Newquay Health Centre,St. Thomas Road,,,Newquay,Cornwall,TR7 1RU,Polyclinc and General Practice,QT6,NHS Cornwall and Isles of Scilly Integrated Care Board,,,,,,,,,,,,
L83058,Southernhay House Surgery,30 Barnfield Road,,,Exeter,Devon,EX1 1RX,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83042,St Leonards Medical Practice,Athelstan Road,,,Exeter,Devon,EX1 1SB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83024,Barnfield Hill Surgery,12 Barnfield Hill,,,Exeter,Devon,EX1 1SR,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83099,ISCA Medical Practice,37A & 38 Polsloe Road,,,Exeter,Devon,EX1 2DW,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83084,South Lawn Medical Practice,Heavitree Health Centre,South Lawn Terrace,,Exeter,Devon,EX1 2RX,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83143,Hill Barton Surgery,1 Lower Hill Barton Road,,,Exeter,Devon,EX1 3EN,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83040,Pinhoe Surgery,Pinn Lane,Pinhoe,,Exeter,Devon,EX1 3SY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
Y6I0Z,Sidmouth Hospital,Victoria Cottage Hospital,,,Sidmouth,Devon,EX10 8EW,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83067,Sid Valley Practice,The Beacon Medical Prac,Sedemuda Road,,Sidmouth,Devon,EX10 9YA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83095,Coleridge Medical Centre,Canaan Way,,,Ottery St. Mary,Devon,EX11 1EQ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83007,Seaton & Colyton Medical Practice,148 Harepath Road,,,Seaton,Devon,EX12 2DU,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83054,Townsend House Medical Centre,Townsend House,49 Harepath Road,,Seaton,Devon,EX12 2RY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83054001,Townsend House Medical Centre: Walrond Medical Centre,Fore Street,,,Beer,Devon,EX12 3EE,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83020,Axminster Medical Practice,St Thomas Court,Church Street,,Axminster,Devon,EX13 5AG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83020001,Axminster Medical Practice: Restharrow Surgery,Church Street,,,Axminster,Devon,EX13 5AQ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83002,Honiton Surgery,Marlpits Lane,,,Honiton,Devon,EX14 2NY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83044001,Blackdown Practice: Dunkeswell Surgery,Culme Way,,,Dunkeswell,Devon,EX14 4JP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83092,College Surgery Partnership,Culm Valley Integrated Centre for Health,Willand Road,,Cullompton,Devon,EX15 1FE,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83128,Bramblehaies Surgery,Bramblehaies Surgery,College Road,,Cullompton,Devon,EX15 1TZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83092001,College Surgery Partnership: Uffculme Surgery,Grantlands,Commercial Road,,Uffculme,Devon,EX15 3EB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83044,Blackdown Practice,Hemyock Surgery,Station Road,Hemyock,Cullompton,Devon,EX15 3SF,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RH8J8,Hemyock Surgery,Station Road,Hemyock,,Cullompton,Devon,EX15 3SF,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83085,Amicus Health,Clare House Surgery,Newport Street,,Tiverton,Devon,EX16 6NJ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83052,Castle Place Practice,Kennedy Way,,,Tiverton,Devon,EX16 6NP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83616,Sampford Peverell Surgery,29 Lower Town,,,Sampford Peverell,Devon,EX16 7BJ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RH8J7,Witheridge Medical Practice,Fore Street,Witheridge,,Tiverton,Devon,EX16 8AH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83023,Mid Devon Medical Practice,Witheridge Medical Centre,Cannington Road,Witheridge,Tiverton,Devon,EX16 8EZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83085003,Amicus Health: Bampton Surgery,Barnhay,Bampton,,Tiverton,Devon,EX16 9NB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83127,Redlands Primary Care,Joseph Locke Way,,,Crediton,Devon,EX17 3FD,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83023001,Mid Devon Medical Practice: Cheriton Fitzpaine Surgery,Barton Close,,,Cheriton Fitzpaine,Devon,EX17 4JB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
Y02633,Bow Medical Practice,Iter Cross,Bow,,Crediton,Devon,EX17 6FB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83023002,Mid Devon Medical Practice: Morchard Bishop Surgery,Chulmleigh Road,,,Morchard Bishop,Devon,EX17 6NZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83025,Wallingbrook Health Centre,Back Lane,,,Chulmleigh,Devon,EX18 7DL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83025001,Wallingbrook Health Centre: Winkleigh Surgery,15 Southerhay,,,Winkleigh,Devon,EX19 8JH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
J5B5A,GP Streaming Emergency Department,Royal Devon & Exeter Hospital,Barrack Road,,Exeter,Devon,EX2 5DW,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83655,Wonford Green Surgery,Burnthouse Lane,,,Exeter,Devon,EX2 6NF,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83036001,Topsham Surgery: Glasshouse Medical Centre,Glasshouse Lane,Countess Wear,,Exeter,Devon,EX2 7BT,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83079,Ide Lane Surgery,Ide Lane,Alphington,,Exeter,Devon,EX2 8UP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83087,Okehampton Medical Centre,East Street,,,Okehampton,Devon,EX20 1AY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
Y02633001,Bow Medical Practice: North Tawton Medical Practice,Devonshire House,Essington,,North Tawton,Devon,EX20 2EX,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83069001,Ruby Country Medical Group: Hatherleigh Medical Centre,The Old Nat West Bank,Bridge Street,Hatherleigh,Okehampton,Devon,EX20 3HZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83663,Black Torrington Surgery,Black Torrington,,,Beaworthy,Devon,EX21 5QE,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83069,Ruby Country Medical Group,Holsworthy Medical Centre,Dobles Lane,,Holsworthy,Devon,EX22 6GH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83012,Bradworthy Surgery,The New Surgery,The Square,Bradworthy,Holsworthy,Devon,EX22 7SY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83036,Topsham Surgery,Holman Way,Topsham,,Exeter,Devon,EX3 0EN,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83057,Fremington Medical Centre,11-13 Beards Road,Fremington,,Barnstaple,Devon,EX31 2PG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83073,Brannam Medical Centre,Brannam Square,Kiln Lane,,Barnstaple,Devon,EX32 8GP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83003,Queens Medical Centre,6-7 Queen Street,,,Barnstaple,Devon,EX32 8HY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83035,Litchdon Medical Centre,Landkey Road,,,Barnstaple,Devon,EX32 9LL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83097,Caen Medical Centre,Caen Street,,,Braunton,Devon,EX33 1LR,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83096002,Combe Coastal Practice: Combe Martin Health Centre,Castle Street,Combe Martin,,Ilfracombe,Devon,EX34 0JA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83096001,Combe Coastal Practice: Woolacombe Medical Centre,Beach Road,,,Woolacombe,Devon,EX34 7BT,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83096,Combe Coastal Practice,St Brannocks Road,,,Ilfracombe,Devon,EX34 8EG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
D0P1G,Lynton Health Centre,Burvill Street,,,Lynton,Devon,EX35 6HA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83137,South Molton Medical Centre,9-10 East Street,,,South Molton,Devon,EX36 3BZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83026,Torrington Health Centre,New Road,,,Torrington,Devon,EX38 8EL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83105,Castle Gardens Surgery,Castle Hill Gardens,,,Torrington,Devon,EX38 8EU,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83050,Northam Surgery,Bay View Road,Northam,,Bideford,Devon,EX39 1AZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83106,Wooda Surgery,Clarence Wharf,Barnstaple Street,,Bideford,Devon,EX39 4AU,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83129,Hartland Surgery,66 The Square,Hartland,,Bideford,Devon,EX39 6BL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83016001,St. Thomas Medical Group: Exwick Health Centre,New Valley Road,Exwick,,Exeter,Devon,EX4 2AD,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83016002,St. Thomas Medical Group: Student Health Centre,University of Exeter,Reed Mews,Streatham Drive,Exeter,Devon,EX4 4RQ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83673,Inclusion Health Devon Cic,Wat Tyler House,King William Street,,Exeter,Devon,EX4 6PD,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83066,Mount Pleasant Health Centre,Mount Pleasant Road,,,Exeter,Devon,EX4 7BW,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83058001,Southernhay House Surgery: Whipton Surgery,10 Whipton Village Road,Whipton,,Exeter,Devon,EX4 8AR,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83115,The Whipton Surgery,378 Pinhoe Road,,,Exeter,Devon,EX4 8EG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RH8A5,Woodbury Surgery,The Surgery,Fulford Way,Woodbury,Exeter,Devon,EX5 1NZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83095001,Coleridge Medical Centre: Sandfords Surgery,Sanfords,Whimple,,Exeter,Devon,EX5 2TS,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83040001,Pinhoe Surgery: Broadclyst Surgery,The Hellings,Town Hill,Broadclyst,Exeter,Devon,EX5 3EJ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83134,Wyndham House Surgery,Silverton,,,Exeter,Devon,EX5 4HZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83092003,College Surgery Partnership: Bradninch Surgery,The Manse,4 Millway,,Bradninch,Devon,EX5 4NL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83127001,Redlands Primary Care: The Thorverton Surgery,The Bury,Thorverton,,Exeter,Devon,EX5 5NT,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
Y04662,Cranbrook Surgery,Younghayes Centre,169 Younghayes Road,,Cranbrook,Devon,EX5 7DR,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83098,Cheriton Bishop & Teign Valley Practice,Cheriton Bishop Surgery,Yeoford Road,Cheriton Bishop,Exeter,Devon,EX6 6JA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83098002,Cheriton Bishop & Teign Valley Practice: Christow Surgery,Layne Fields,,,Christow,Devon,EX6 7NY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RH8A3,The Limes Surgery,Church Stile,Exminster,,Exeter,Devon,EX6 8DF,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83041,Westbank Practice,Starcross Surgery,Church Street,Starcross,Exeter,Devon,EX6 8PZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
RWVGE,Idcft,Langdon Hospital,,,Dawlish,Devon,EX7 0NR,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83005,Barton Surgery,Barton Terrace,,,Dawlish,Devon,EX7 9QH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83136,Haldon House Surgery,37-41 Imperial Road,,,Exmouth,Devon,EX8 1DQ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83628,Imperial Surgery,45-49 Imperial Road,,,Exmouth,Devon,EX8 1DQ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83053,Rolle Medical Partnership,Exmouth Health Centre,Claremont Grove,,Exmouth,Devon,EX8 2JF,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
F1D9B,Treetops Surgery,Prince of Wales Drive,,,Exmouth,Devon,EX8 2SW,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83056001,Claremont Medical Practice: Underhill Surgery,Lympstone,,,Exmouth,Devon,EX8 5HH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
B7V9Q,Raleigh Surgery,33 Pines Road,,,Exmouth,Devon,EX8 5NH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83011,Budleigh Salterton Medical Practice,Budleigh Health Centre,1 The Lawn,,Budleigh Salterton,Devon,EX9 6LS,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83112,West Hoe Surgery,2 Pier Street,,,Plymouth,Devon,PL1 3BS,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83651,Adelaide Street Surgery,20 Adelaide Street,Stonehouse,,Plymouth,Devon,PL1 3JF,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83008004,Pathfields Medical Group: Armada Surgery,Oxford Place,Western Approach,,Plymouth,Devon,PL1 5AJ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83030,North Road West Medical Centre,167 North Road West,,,Plymouth,Devon,PL1 5BZ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83038002,Tavyside Health Centre: Lifton Surgery,North Road,,,Lifton,Devon,PL16 0EH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83101,Abbey Surgery,28 Plymouth Road,,,Tavistock,Devon,PL19 8BU,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83038,Tavyside Health Centre,Abby Rise,,,Tavistock,Devon,PL19 9FD,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83646,St. Levan Surgery,350 St.Levan Road,Keyham,,Plymouth,Devon,PL2 1JR,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83006001,Mayflower Medical Group: Trelawny Surgery,Ham Drive,Ham,,Plymouth,Devon,PL2 2NL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83028,St Neots Surgery,1 North Prospect Road,,,Plymouth,Devon,PL2 3HY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83648,Peverell Park Surgery,The Stables,Ponds House,Oatland Road,Peverell,Devon,PL2 3PX,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83102,Yelverton Surgery,Westella Road,,,Yelverton,Devon,PL20 6AS,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83102001,Yelverton Surgery: Princetown Surgery,The Village Centre,,,Princetown,Devon,PL20 6QE,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83101001,Abbey Surgery: Bere Alston Surgery,Station Road,Bere Alston,,Yelverton,Devon,PL20 7EJ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83100004,Beacon Medical Group: Ivybridge Health Centre,Station Road,,,Ivybridge,Devon,PL21 0AJ,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83086,Modbury Health Centre,Poundwell Meadow,Modbury,,Ivybridge,Devon,PL21 0QL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83100006,Beacon Medical Group: Highlands Health Centre,Fore Street,,,Ivybridge,Devon,PL21 9AE,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83071,Stoke Surgery,Belmont Villas,Stoke,,Plymouth,Devon,PL3 4DP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83006009,Mayflower Medical Group: Mannamead Surgery,22 Eggbuckland Road,,,Plymouth,Devon,PL3 5HE,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83008001,Pathfields Medical Group: Laira Surgery,95 Pike Road,Laira,,Plymouth,Devon,PL3 6HG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83008002,Pathfields Medical Group: Efford Surgery,29-31 Torridge Way,Efford,,Plymouth,Devon,PL3 6JG,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83648002,Peverell Park Surgery: University Medical Centre,27 Endsleigh Place,,,Plymouth,Devon,PL4 6DN,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83147,Lisson Grove Medical Centre,3-5 Lisson Grove,Mutley,,Plymouth,Devon,PL4 7DL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83006003,Mayflower Medical Group: Mount Gould Local Care Centre,200 Mount Gould Road,,,Plymouth,Devon,PL4 7PY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83072,Friary House Surgery,Beaumont Road,St. Judes,,Plymouth,Devon,PL4 9BH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83018,Beaumont Villa Surgery,23 Beaumont Road,St Judes,,Plymouth,Devon,PL4 9BL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83006,Mayflower Medical Group,Stirling Road Surgery,Stirling Road,,Plymouth,Devon,PL5 1PL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
U8P7U,Crownhill Surgery,103 Crownhill Road,,,Plymouth,Devon,PL5 3BN,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83089,Knowle House Surgery,4 Meavy Way,Crownhill,,Plymouth,Devon,PL5 3JB,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83015,Oakside Surgery,Honicknowle Green Medical Centre,Guy Miles Way,Honicknowle,Plymouth,Devon,PL5 3PY,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83113,Budshead Medical Practice,433 Budshead Road,Whitleigh,,Plymouth,Devon,PL5 4DU,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83089001,Knowle House Surgery: Tamerton Surgery,Harwood Avenue,Tamerton Foliot,,Plymouth,Devon,PL5 4NU,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83048,Roborough Surgery,1 Eastcote Close,Roborough,,Plymouth,Devon,PL6 6PH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83147001,Lisson Grove Medical Centre: Woolwell Medical Centre,School Drive,Woolwell,,Plymouth,Devon,PL6 7TH,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83019,Elm Surgery,123 Leypark Walk,Estover,,Plymouth,Devon,PL6 8UF,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83008003,Pathfields Medical Group: Pathfields Practice,Plympton Health Centre,Mudge Way,Plympton,Plymouth,Devon,PL7 1AD,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83100003,Beacon Medical Group: Chaddlewood Medical Practice,128 Bellingham Crescent,,,Plymouth,Devon,PL7 2QP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83100005,Beacon Medical Group: Glenside Medical Centre,Glenside Rise,Plympton,,Plymouth,Devon,PL7 4DR,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83100002,Beacon Medical Group: Wotter Medical Practice,Wotter Road,Wotter,,Plymouth,Devon,PL7 5HP,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83081,Yealm Medical Centre,Market Street,Yealmpton,,Plymouth,Devon,PL8 2EA,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83639,Wembury Surgery,51 Hawthorn Drive,Wembury,,Plymouth,Devon,PL9 0BE,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83064,Church View Surgery,30 Holland Road,Plymstock,,Plymouth,Devon,PL9 9BN,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83021,Dean Cross Surgery,21 Radford Park Road,Plymstock,,Plymouth,Devon,PL9 9DL,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83044002,Blackdown Practice: Churchinford Surgery,Fairfield Green,Churchinford,,Taunton,Somerset,TA3 7RR,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
L83131003,Pembroke Medical Group: Parkhill Medical Practice,Park Hill Road,,,Torquay,Devon,TQ1 2AR,General Practice,QJK,NHS Devon Integrated Care Board,,,,,,,,,,,,
